well_id,latitude,longitude,state,county,well_depth_ft,well_capacity_gpm,water_use,status,year_constructed
AL-USGS-301503088054301,30.251037,-88.095277,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301503088054901,30.250972,-88.096889,Alabama,097,,,Groundwater,Active,
AL-USGS-301504088053001,30.251592,-88.083332,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301505087481001,30.253258,-87.803323,Alabama,003,17.0,,Groundwater,Active,
AL-USGS-301505088053501,30.251592,-88.093055,Alabama,097,32.0,,Groundwater,Active,
AL-USGS-301505088060401,30.251417,-88.101278,Alabama,097,,,Groundwater,Active,
AL-USGS-301506088053201,30.25187,-88.092221,Alabama,097,32.0,,Groundwater,Active,
AL-USGS-301507087392501,30.252147,-87.664152,Alabama,003,44.0,,Groundwater,Active,
AL-USGS-301508088062501,30.252222,-88.107167,Alabama,097,,,Groundwater,Active,
AL-USGS-301511088064501,30.253537,-88.112499,Alabama,097,29.0,,Groundwater,Active,
AL-USGS-301511088064502,30.253259,-88.112499,Alabama,097,,,Groundwater,Active,
AL-USGS-301511088064601,30.253259,-88.112777,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301511088064602,30.253259,-88.112777,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301511088064603,30.253259,-88.112777,Alabama,097,,,Groundwater,Active,
AL-USGS-301511088064701,30.253259,-88.113055,Alabama,097,,,Groundwater,Active,
AL-USGS-301512088061201,30.253537,-88.102777,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301512088064501,30.253537,-88.112499,Alabama,097,303.0,,Groundwater,Active,
AL-USGS-301512088064502,30.253537,-88.112499,Alabama,097,29.0,,Groundwater,Active,
AL-USGS-301513087490401,30.253814,-87.817768,Alabama,003,25.0,,Groundwater,Active,
AL-USGS-301513088064301,30.253815,-88.111944,Alabama,097,1001.0,,Groundwater,Active,
AL-USGS-301513088064601,30.253814,-88.112777,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301514087383701,30.254369,-87.645262,Alabama,003,350.0,,Groundwater,Active,
AL-USGS-301514087384401,30.254091,-87.64554,Alabama,003,390.0,,Groundwater,Active,
AL-USGS-301514088063601,30.253944,-88.110194,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301514088071701,30.254092,-88.121389,Alabama,097,305.0,,Groundwater,Active,
AL-USGS-301515088055701,30.25437,-88.099166,Alabama,097,31.5,,Groundwater,Active,
AL-USGS-301516087431901,30.254647,-87.721931,Alabama,003,25.0,,Groundwater,Active,
AL-USGS-301516088055501,30.254648,-88.09861,Alabama,097,31.0,,Groundwater,Active,
AL-USGS-301516088062801,30.254648,-88.107777,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301516088062901,30.254648,-88.108055,Alabama,097,30.0,,Groundwater,Active,
AL-USGS-301517088064701,30.254926,-88.113055,Alabama,097,16.4,,Groundwater,Active,
AL-USGS-301518088070001,30.255203,-88.116666,Alabama,097,29.0,,Groundwater,Active,
AL-USGS-301518088081801,30.255203,-88.138333,Alabama,097,100.0,,Groundwater,Active,
AL-USGS-301518088084101,30.255203,-88.144723,Alabama,097,,,Groundwater,Active,
AL-USGS-301519087384501,30.25548,-87.645818,Alabama,003,,,Groundwater,Active,
AL-USGS-301519087384502,30.25548,-87.645818,Alabama,003,118.0,,Groundwater,Active,
AL-USGS-301520087384201,30.255758,-87.644984,Alabama,003,400.0,,Groundwater,Active,
AL-USGS-301520088054401,30.255759,-88.095555,Alabama,097,18.6,,Groundwater,Active,
AL-USGS-301521087384201,30.256036,-87.644984,Alabama,003,390.0,,Groundwater,Active,
AL-USGS-301521087384202,30.256036,-87.644984,Alabama,003,120.0,,Groundwater,Active,
AL-USGS-301521088063701,30.256037,-88.11,Alabama,097,31.0,,Groundwater,Active,
AL-USGS-301521088083301,30.256037,-88.1425,Alabama,097,29.0,,Groundwater,Active,
AL-USGS-301523088071801,30.256592,-88.121944,Alabama,097,31.5,,Groundwater,Active,
AL-USGS-301524088054301,30.25687,-88.095277,Alabama,097,82.0,,Groundwater,Active,
AL-USGS-301524088062601,30.25687,-88.107222,Alabama,097,32.0,,Groundwater,Active,
AL-USGS-301526088054401,30.257426,-88.095555,Alabama,097,87.0,,Groundwater,Active,
AL-USGS-301526088062601,30.257425,-88.107222,Alabama,097,340.0,,Groundwater,Active,
AL-USGS-301533087414101,30.259139,-87.694889,Alabama,003,25.0,,Groundwater,Active,
AL-USGS-301533087422701,30.259369,-87.707486,Alabama,003,16.0,,Groundwater,Active,
AL-USGS-301533087430701,30.259194,-87.718639,Alabama,003,70.0,,Groundwater,Active,
AL-USGS-301542087384201,30.261869,-87.644984,Alabama,003,350.0,,Groundwater,Active,
AL-USGS-301548087380001,30.263536,-87.633317,Alabama,003,390.0,,Groundwater,Active,
AL-USGS-301548087384001,30.263536,-87.644429,Alabama,003,370.0,,Groundwater,Active,
AL-USGS-301552088065601,30.264647,-88.115555,Alabama,097,253.0,,Groundwater,Active,
AL-USGS-301559087422001,30.266591,-87.705542,Alabama,003,90.0,,Groundwater,Active,
AL-USGS-301601087355001,30.267147,-87.597205,Alabama,003,15.0,,Groundwater,Active,
AL-USGS-301602087400001,30.269369,-87.666652,Alabama,003,,,Groundwater,Active,
AL-USGS-301615087393202,30.271035,-87.658874,Alabama,003,130.0,,Groundwater,Active,
AL-USGS-301616087394201,30.271313,-87.661652,Alabama,003,138.0,,Groundwater,Active,
AL-USGS-301617087394201,30.271591,-87.661652,Alabama,003,508.0,,Groundwater,Active,
AL-USGS-301618087393801,30.271869,-87.66054,Alabama,003,354.0,,Groundwater,Active,
AL-USGS-301618087420301,30.271869,-87.700819,Alabama,003,21.0,,Groundwater,Active,
AL-USGS-301619088070601,30.272147,-88.118333,Alabama,097,300.0,,Groundwater,Active,
AL-USGS-301620087343001,30.284924,-87.580538,Alabama,003,40.0,,Groundwater,Active,
AL-USGS-301625087345801,30.273813,-87.58276,Alabama,003,30.0,,Groundwater,Active,
AL-USGS-301628087390101,30.274646,-87.650262,Alabama,003,148.0,,Groundwater,Active,
AL-USGS-301629087342501,30.274924,-87.573593,Alabama,003,20.0,,Groundwater,Active,
AL-USGS-301629087392601,30.274924,-87.657207,Alabama,003,148.0,,Groundwater,Active,
AL-USGS-301630087392601,30.275202,-87.657207,Alabama,003,440.0,,Groundwater,Active,
AL-USGS-301634087410601,30.276313,-87.684986,Alabama,003,128.0,,Groundwater,Active,
AL-USGS-301636087332801,30.276869,-87.55776,Alabama,003,39.0,,Groundwater,Active,
AL-USGS-301643087401801,30.278813,-87.671652,Alabama,003,42.0,,Groundwater,Active,
AL-USGS-301648087343001,30.281868,-87.575816,Alabama,003,,,Groundwater,Active,
AL-USGS-301651087385601,30.281035,-87.648873,Alabama,003,130.0,,Groundwater,Active,
AL-USGS-301652087310601,30.281313,-87.518314,Alabama,003,24.0,,Groundwater,Active,
AL-USGS-301652087385701,30.281313,-87.649151,Alabama,003,315.0,,Groundwater,Active,
AL-USGS-301655087435801,30.282146,-87.732765,Alabama,003,108.0,,Groundwater,Active,
AL-USGS-301657087333201,30.282702,-87.558871,Alabama,003,14.0,,Groundwater,Active,
AL-USGS-301715087380401,30.287702,-87.634429,Alabama,003,,,Groundwater,Active,
AL-USGS-301717087375901,30.288535,-87.634151,Alabama,003,120.0,,Groundwater,Active,
AL-USGS-301718087380401,30.288535,-87.634429,Alabama,003,407.0,,Groundwater,Active,
AL-USGS-301718087442601,30.288535,-87.740543,Alabama,003,114.0,,Groundwater,Active,
AL-USGS-301727087390201,30.297146,-87.663041,Alabama,003,140.0,,Groundwater,Active,
AL-USGS-301732087410701,30.292424,-87.685264,Alabama,003,205.0,,Groundwater,Active,
AL-USGS-301744087441301,30.295722,-87.736972,Alabama,003,70.0,,Groundwater,Active,
AL-USGS-301747087441201,30.29659,-87.736654,Alabama,003,173.0,,Groundwater,Active,
AL-USGS-301749087395001,30.297146,-87.662763,Alabama,003,200.0,,Groundwater,Active,
AL-USGS-301749087395701,30.291035,-87.65054,Alabama,003,140.0,,Groundwater,Active,
AL-USGS-301753087421601,30.298257,-87.704431,Alabama,003,65.0,,Groundwater,Active,
AL-USGS-301755087384301,30.298812,-87.645262,Alabama,003,120.0,,Groundwater,Active,
AL-USGS-301757087384501,30.299368,-87.645818,Alabama,003,120.0,,Groundwater,Active,
AL-USGS-301757087444301,30.299368,-87.745265,Alabama,003,50.0,,Groundwater,Active,
